Day_Local_Date,WDir_Deg,WSpd_m/s,GustDir_Deg,GustSpd_m/s,WindRun_Km,Rain_mm,Tdry_C,TWet_C,RH_%,Tmax_C,Tmin_C,Tgmin_C,Pmsl_hPa,Sun_Hrs,Rad_MJ/m2,Evaporation_Amount_mm
31/08/2010,203.00,2.20,112.00,10.80,250.00,0.00,10.30,9.30,87.60,14.70,7.70,6.10,1013.40,2.10,9.94,1.00
1/09/2010,200.00,2.70,226.00,5.70,292.00,0.00,7.50,6.00,79.00,15.40,2.90,-1.50,1019.90,9.60,16.02,1.80
2/09/2010,28.00,9.20,6.00,17.50,386.00,5.80,10.80,10.00,89.90,12.10,6.30,2.30,1006.30,0.50,3.63,1.70
3/09/2010,217.00,4.50,215.00,18.50,453.00,1.20,10.20,7.60,67.20,15.10,3.30,-1.10,999.90,9.10,14.92,1.20
4/09/2010,197.00,1.90,242.00,14.90,538.00,0.00,8.40,5.10,56.00,13.60,1.90,-1.90,1018.60,10.40,16.67,1.30
5/09/2010,254.00,1.70,358.00,15.40,477.00,9.80,10.50,8.00,68.70,16.20,7.50,3.20,1022.70,4.70,12.18,2.50
6/09/2010,307.00,1.10,51.00,14.40,204.00,0.00,12.50,12.20,96.10,17.90,10.30,10.60,1008.00,2.10,7.69,1.80
7/09/2010,76.00,1.30,38.00,10.30,264.00,0.00,11.00,9.60,82.30,16.70,5.70,1.90,1014.30,10.40,16.51,0.80
8/09/2010,208.00,1.30,182.00,9.30,227.00,0.00,11.80,10.50,83.60,18.60,9.00,6.10,1024.80,7.90,14.54,1.40
9/09/2010,186.00,3.00,142.00,8.80,221.00,3.60,12.80,9.60,63.50,16.30,7.10,4.00,1023.40,2.90,8.13,1.70
10/09/2010,20.00,0.30,18.00,6.70,180.00,0.00,11.60,10.60,87.60,17.10,8.50,5.10,1012.90,9.30,16.51,1.60
11/09/2010,222.00,0.90,360.00,11.80,268.00,19.60,10.10,9.30,89.90,14.30,7.80,2.70,1018.00,0.00,3.64,1.80
12/09/2010,6.00,1.00,34.00,7.70,173.00,7.20,11.80,11.40,94.60,16.40,9.80,9.60,1003.60,1.50,8.13,1.90
13/09/2010,316.00,0.90,35.00,7.20,172.00,1.00,12.70,12.50,97.80,16.10,11.40,11.90,1007.70,2.00,10.44,1.40
14/09/2010,129.00,0.40,12.00,13.40,355.00,4.40,11.60,9.40,73.80,15.70,7.10,1.50,1006.10,6.30,13.27,2.00
15/09/2010,203.00,3.10,9.00,9.80,242.00,0.00,9.80,7.80,74.20,15.70,5.20,0.10,1010.20,9.40,17.48,1.20
16/09/2010,225.00,1.60,19.00,6.20,191.00,2.00,6.50,5.50,84.50,14.20,2.00,-1.90,1004.10,2.20,10.83,1.80
17/09/2010,28.00,3.40,1.00,13.90,332.00,4.60,12.30,10.60,79.20,15.30,6.50,2.90,990.80,2.00,7.23,1.60
18/09/2010,141.00,1.60,281.00,13.40,221.00,7.20,8.00,6.60,80.70,14.90,2.60,-0.90,988.90,5.30,14.32,0.70
19/09/2010,223.00,2.80,208.00,14.90,361.00,2.20,9.30,6.40,62.50,13.20,3.20,-0.90,998.60,10.70,19.11,1.40
20/09/2010,178.00,1.40,360.00,11.30,253.00,10.60,6.10,5.70,94.10,12.80,2.90,-1.80,1000.20,1.50,7.05,2.50
21/09/2010,225.00,5.40,253.00,16.00,467.00,1.80,9.70,7.10,66.70,12.90,3.80,0.30,995.30,10.40,20.22,1.80
22/09/2010,225.00,6.80,217.00,16.00,407.00,7.20,8.00,4.70,55.00,13.70,4.80,0.00,1000.40,8.50,19.41,2.40
23/09/2010,248.00,6.60,262.00,16.00,450.00,0.00,7.50,5.80,75.20,12.80,4.40,0.70,1003.30,9.70,19.82,1.40
24/09/2010,197.00,1.10,251.00,13.90,353.00,0.00,8.10,6.40,76.50,16.10,2.80,-2.00,1009.20,6.20,15.00,2.50
25/09/2010,242.00,3.80,260.00,12.90,263.00,0.00,12.40,8.80,58.10,17.00,8.10,3.80,1011.90,8.70,18.61,1.30
26/09/2010,152.00,1.20,36.00,11.30,301.00,0.20,12.10,10.60,82.50,20.30,7.20,2.10,1012.90,6.80,14.82,3.00
27/09/2010,265.00,0.70,236.00,8.20,206.00,0.00,11.20,8.80,70.10,17.60,6.30,0.30,1021.20,11.40,21.79,2.80
28/09/2010,270.00,1.30,8.00,14.90,491.00,0.00,8.10,7.50,90.80,17.50,5.10,0.60,1019.90,4.70,13.53,3.90
29/09/2010,37.00,7.00,50.00,12.90,610.00,27.80,13.20,12.90,96.20,16.90,8.20,10.30,1015.30,1.00,8.02,2.60
30/09/2010,62.00,9.10,38.00,13.90,419.00,7.00,13.80,13.70,98.20,14.70,13.10,12.90,1011.40,0.00,2.62,2.70
1/10/2010,220.00,1.80,253.00,11.80,386.00,0.00,9.80,8.10,77.60,16.50,6.60,2.10,1017.30,11.30,21.12,1.70
2/10/2010,276.00,0.90,248.00,11.80,343.00,0.00,10.20,7.70,68.60,17.20,4.30,0.10,1028.50,10.60,19.30,3.50
3/10/2010,220.00,4.40,216.00,8.80,200.00,0.00,10.40,7.90,68.10,18.10,5.60,1.80,1031.10,11.60,22.59,2.60
4/10/2010,324.00,0.30,23.00,8.80,253.00,0.00,9.30,8.10,84.40,16.30,4.80,-0.10,1034.90,11.50,22.14,3.00
5/10/2010,208.00,0.60,7.00,6.70,190.00,0.00,10.20,9.40,89.20,17.00,6.50,1.50,1034.70,11.60,22.81,2.80
6/10/2010,12.00,0.60,246.00,16.50,477.00,0.00,9.60,8.90,90.90,18.50,5.80,0.50,1028.20,9.80,21.13,3.10
7/10/2010,144.00,0.90,220.00,8.80,257.00,0.00,13.30,10.10,63.90,17.80,7.20,1.50,1022.80,11.30,23.67,3.80
8/10/2010,236.00,1.10,16.00,20.10,564.00,2.20,10.90,10.20,91.50,17.10,8.60,2.90,1016.20,2.70,11.70,3.20
9/10/2010,130.00,0.80,23.00,16.50,314.00,0.20,10.10,8.30,76.70,15.50,7.50,4.10,1007.20,8.50,18.76,2.80
10/10/2010,183.00,1.90,223.00,14.90,410.00,0.40,9.00,7.40,78.70,16.50,4.70,0.50,1020.20,2.90,15.24,3.30
11/10/2010,231.00,4.90,206.00,17.00,368.00,0.00,8.90,5.40,53.60,16.60,3.60,-0.70,1028.90,11.00,23.82,1.50
12/10/2010,239.00,1.70,11.00,6.20,192.00,0.00,8.30,6.00,68.30,16.80,3.60,-3.00,1034.20,12.00,24.69,3.20
13/10/2010,205.00,1.30,16.00,7.20,198.00,0.00,9.40,6.50,61.80,19.10,3.30,-1.30,1024.60,12.20,25.55,3.30
14/10/2010,234.00,1.90,322.00,8.80,183.00,0.00,10.60,8.80,77.70,22.00,8.00,2.70,1016.50,10.40,22.37,3.70
15/10/2010,318.00,0.80,28.00,8.80,291.00,0.00,13.90,12.30,82.20,18.50,9.30,4.40,1012.90,10.70,23.25,3.90
16/10/2010,332.00,0.90,28.00,11.80,530.00,0.00,13.50,12.00,82.70,17.60,12.10,9.90,1010.40,9.00,19.08,4.00
17/10/2010,25.00,12.20,18.00,20.60,627.00,1.80,13.60,13.00,93.30,18.50,10.60,8.30,998.70,3.40,8.96,4.20
18/10/2010,214.00,4.30,291.00,11.80,392.00,0.40,7.60,6.10,78.70,13.30,6.80,3.00,999.50,8.90,20.57,3.90
19/10/2010,203.00,1.70,359.00,14.90,460.00,0.40,10.80,7.50,59.00,18.00,5.70,0.80,1011.10,9.90,24.19,3.90
20/10/2010,59.00,2.10,238.00,10.80,320.00,0.20,11.10,8.50,67.90,15.50,8.50,5.20,1009.70,7.90,19.75,1.60
21/10/2010,217.00,1.10,229.00,17.50,451.00,0.00,10.70,9.20,81.10,17.00,5.70,2.20,1002.00,12.30,26.33,3.50
22/10/2010,293.00,0.90,19.00,10.80,341.00,0.00,11.00,8.00,63.40,16.70,3.90,-1.20,1017.30,12.60,27.01,3.70
23/10/2010,304.00,0.70,8.00,7.20,209.00,0.00,10.80,9.60,85.00,17.90,6.40,1.80,1023.10,9.00,23.70,4.40
24/10/2010,20.00,0.70,25.00,11.80,295.00,0.00,14.40,12.80,81.70,18.00,10.90,12.40,1026.80,7.70,20.96,4.20
25/10/2010,37.00,0.90,24.00,7.70,232.00,0.00,11.70,9.80,76.50,18.20,7.00,2.30,1027.30,5.70,19.03,4.10
26/10/2010,256.00,2.30,5.00,6.70,186.00,0.00,14.30,12.60,81.20,19.40,8.60,3.40,1031.50,12.60,26.98,4.30
27/10/2010,352.00,0.40,23.00,10.30,281.00,0.00,13.20,11.40,79.00,18.50,8.00,2.80,1027.20,11.40,26.26,4.10
28/10/2010,254.00,1.90,48.00,11.80,302.00,0.00,13.70,12.40,85.50,19.40,8.40,3.60,1024.70,8.70,23.38,3.10
29/10/2010,352.00,1.10,113.00,9.80,239.00,0.00,16.00,14.40,82.60,20.70,12.80,9.20,1031.90,2.90,20.52,2.60
30/10/2010,119.00,2.70,324.00,13.40,314.00,0.00,15.20,10.70,53.80,19.90,10.20,6.10,1038.90,12.80,28.72,3.80
31/10/2010,273.00,1.10,8.00,13.40,309.00,0.00,10.70,8.00,66.90,17.90,5.60,0.00,1035.90,12.80,28.14,4.80
1/11/2010,251.00,2.20,358.00,9.30,261.00,0.00,11.90,7.90,52.90,17.30,6.10,1.40,1033.60,13.10,28.80,4.50
2/11/2010,237.00,2.40,12.00,8.20,246.00,0.00,13.20,10.10,65.00,18.10,7.00,2.10,1030.20,13.40,28.84,4.60
3/11/2010,279.00,1.10,30.00,12.40,395.00,0.00,12.60,11.10,82.80,19.00,7.20,1.80,1025.20,12.40,27.91,5.30
4/11/2010,40.00,1.70,27.00,14.90,484.00,0.00,15.00,13.30,81.60,18.40,10.00,5.00,1016.60,0.30,10.93,4.50
5/11/2010,217.00,2.00,227.00,16.00,384.00,0.40,14.00,10.00,57.20,19.60,7.30,3.50,1008.60,10.50,24.60,4.90
6/11/2010,228.00,4.50,28.00,12.40,380.00,0.20,12.80,8.20,48.90,18.60,6.10,3.80,1014.80,11.90,29.83,2.60
7/11/2010,307.00,0.80,17.00,9.80,291.00,2.20,11.80,10.00,78.20,18.00,7.10,1.90,1021.70,8.90,24.00,4.30
8/11/2010,107.00,1.10,28.00,7.20,189.00,0.20,11.80,11.50,96.00,17.50,11.50,11.30,1028.00,0.00,10.81,4.30
9/11/2010,37.00,3.70,28.00,8.80,246.00,0.00,13.50,12.40,87.10,15.80,11.70,11.90,1032.60,0.60,8.45,4.70
10/11/2010,293.00,1.00,18.00,7.70,205.00,0.00,13.50,12.70,90.20,19.20,9.90,4.80,1027.40,8.40,26.83,4.80
11/11/2010,318.00,0.90,18.00,7.20,208.00,0.00,15.10,13.60,83.90,19.70,11.00,7.30,1019.50,11.20,29.10,4.80
12/11/2010,349.00,1.30,263.00,10.30,327.00,0.00,16.70,15.30,85.80,21.50,12.20,8.50,1017.50,11.50,29.54,4.40
13/11/2010,48.00,2.10,242.00,16.00,612.00,0.00,19.60,15.60,63.20,26.30,12.70,8.00,1021.70,12.70,29.49,5.10
14/11/2010,231.00,7.20,215.00,16.00,332.00,0.40,20.10,14.50,50.80,25.70,18.80,17.30,1017.00,2.20,12.62,4.80
15/11/2010,96.00,1.70,11.00,9.80,261.00,0.00,13.80,12.40,84.40,19.10,11.80,10.80,1019.70,5.50,23.20,6.70
16/11/2010,12.00,1.10,234.00,10.80,379.00,0.00,16.70,14.60,78.80,23.50,10.20,7.10,1016.20,12.40,30.22,2.10
17/11/2010,11.00,0.80,10.00,11.80,333.00,0.00,21.30,16.20,56.60,24.80,14.80,9.30,1018.60,13.20,30.76,3.40
18/11/2010,245.00,1.90,23.00,10.30,313.00,0.00,17.00,15.40,83.70,22.10,15.10,14.20,1018.10,4.70,23.00,2.00
19/11/2010,268.00,1.10,28.00,12.40,267.00,0.00,17.40,15.80,83.50,21.70,15.00,12.60,1018.70,3.30,19.68,4.10
20/11/2010,346.00,1.50,18.00,6.70,176.00,17.80,17.70,16.40,86.90,20.80,14.40,11.90,1014.20,0.10,10.83,4.50
21/11/2010,220.00,2.00,25.00,12.90,397.00,0.00,17.30,15.50,81.90,20.50,14.00,13.00,1009.20,7.00,24.47,2.90
22/11/2010,284.00,1.80,4.00,11.30,369.00,1.40,13.90,10.80,65.70,19.00,8.20,4.80,1018.40,9.80,27.48,4.10
23/11/2010,231.00,1.80,15.00,9.80,267.00,0.00,14.00,11.90,76.80,19.40,10.30,9.70,1026.30,9.60,28.59,4.80
24/11/2010,209.00,0.50,27.00,12.40,323.00,0.00,15.10,11.70,64.40,19.00,10.70,5.70,1027.90,10.40,29.70,5.20
25/11/2010,9.00,0.90,17.00,7.20,209.00,0.00,15.90,14.10,81.40,21.10,9.80,4.80,1021.00,10.00,28.19,4.90
26/11/2010,315.00,0.80,15.00,10.30,285.00,0.00,18.90,15.00,63.80,22.90,11.70,7.00,1018.20,14.00,31.91,2.80
27/11/2010,326.00,0.70,23.00,7.70,215.00,0.00,17.70,15.10,74.00,22.30,11.60,7.10,1019.80,12.30,29.62,4.60
28/11/2010,31.00,2.80,17.00,7.70,263.00,0.00,20.70,18.70,82.10,23.20,14.10,10.60,1020.70,13.80,31.63,5.80
29/11/2010,239.00,2.00,22.00,8.20,237.00,0.00,18.30,16.20,79.10,22.10,16.20,12.10,1020.50,6.10,25.32,6.20
30/11/2010,265.00,1.70,18.00,8.20,266.00,0.00,18.20,16.60,83.80,23.20,15.70,15.50,1019.30,10.20,30.21,6.00
1/12/2010,262.00,1.10,5.00,8.80,222.00,0.00,19.10,16.10,71.50,23.50,14.10,10.40,1023.20,12.60,30.83,7.20
2/12/2010,270.00,1.10,13.00,9.30,280.00,0.00,18.90,15.70,69.50,22.40,12.80,8.50,1022.30,12.50,32.08,5.90
3/12/2010,290.00,1.30,27.00,10.80,304.00,0.00,17.90,14.90,71.20,22.90,14.80,12.80,1021.70,8.10,26.53,4.70
4/12/2010,-,-,22.00,10.80,280.00,0.00,-,-,-,23.50,13.00,7.60,-,13.60,31.00,6.20
5/12/2010,189.00,1.40,25.00,12.40,446.00,0.00,18.90,13.70,53.00,23.50,10.30,4.00,1014.70,13.30,32.93,6.90
6/12/2010,248.00,6.40,244.00,11.30,489.00,0.00,18.10,13.20,54.30,25.00,13.90,11.10,1009.60,7.80,25.40,4.70
7/12/2010,71.00,2.60,337.00,12.40,184.00,8.00,17.40,15.00,75.80,18.40,16.20,14.30,1013.30,0.00,7.28,6.30
8/12/2010,116.00,1.40,17.00,6.70,164.00,3.40,12.90,11.40,82.00,15.20,11.70,11.50,1020.80,0.00,6.87,7.30
9/12/2010,211.00,0.50,26.00,10.80,293.00,0.00,12.20,11.70,93.80,19.80,10.50,10.60,1021.60,7.10,18.89,6.30
10/12/2010,211.00,5.00,230.00,12.90,341.00,0.00,17.40,12.00,49.20,23.20,10.00,5.10,1011.10,8.90,28.44,5.30
11/12/2010,57.00,2.00,274.00,10.80,393.00,0.00,19.30,16.40,72.70,25.30,14.90,11.30,1000.60,4.10,20.42,2.40
12/12/2010,219.00,2.30,23.00,11.30,356.00,0.60,19.30,13.20,46.30,23.90,14.40,9.10,1015.00,5.60,26.01,7.00
13/12/2010,43.00,6.00,358.00,14.40,470.00,0.20,18.40,17.60,91.60,23.30,15.10,13.80,1017.30,0.60,16.12,4.40
14/12/2010,259.00,1.40,51.00,9.80,279.00,0.00,20.10,18.40,83.90,24.00,16.30,14.70,1015.70,7.00,27.06,4.60
15/12/2010,265.00,1.30,344.00,8.80,229.00,0.00,18.30,16.30,80.10,24.20,15.20,11.20,1019.30,10.70,31.02,6.10
16/12/2010,11.00,0.90,334.00,5.10,167.00,52.00,19.00,15.50,66.90,22.00,13.20,8.90,1019.60,0.40,10.76,6.40
17/12/2010,107.00,1.00,50.00,13.90,581.00,15.80,17.00,16.80,98.10,20.00,16.30,16.20,1010.40,0.00,5.39,6.40
18/12/2010,54.00,5.40,33.00,12.90,566.00,48.20,19.90,18.30,85.10,24.10,17.00,17.30,1009.20,8.70,29.43,5.00
19/12/2010,34.00,11.30,41.00,16.50,496.00,15.80,18.80,18.80,100.00,21.60,18.10,17.80,1008.10,1.10,7.91,5.30
20/12/2010,51.00,5.50,7.00,11.80,565.00,16.40,18.70,18.50,97.60,21.00,17.50,17.30,1010.60,0.00,7.60,4.40
21/12/2010,48.00,10.40,32.00,23.20,450.00,1.20,19.20,19.20,100.00,25.30,18.40,18.40,1007.00,6.60,16.96,6.60
22/12/2010,346.00,1.10,10.00,17.00,564.00,0.00,19.40,17.20,79.60,25.20,13.20,9.70,1015.10,10.80,26.33,5.10
23/12/2010,248.00,3.80,258.00,13.40,403.00,0.00,17.90,12.70,51.60,23.60,12.60,9.00,1021.20,10.90,30.04,2.50
24/12/2010,14.00,1.60,252.00,20.10,668.00,0.00,17.30,13.60,64.00,21.60,11.00,7.90,1010.20,10.50,26.86,7.30
25/12/2010,239.00,8.30,240.00,16.50,581.00,0.00,15.90,10.90,50.00,22.30,12.20,10.80,1015.60,14.20,33.99,5.90
26/12/2010,223.00,5.90,226.00,11.80,377.00,0.00,16.50,12.00,55.30,22.20,14.80,9.40,1013.70,8.70,30.51,6.50
27/12/2010,17.00,7.60,14.00,21.60,1071.00,20.80,17.80,16.10,83.20,21.00,13.20,8.80,1012.00,0.60,13.26,5.30
28/12/2010,9.00,15.60,19.00,20.60,410.00,1.00,18.90,18.90,100.00,22.80,16.80,16.80,988.10,5.80,19.93,2.00
29/12/2010,214.00,3.10,224.00,8.80,256.00,0.00,15.90,12.10,61.40,21.60,9.90,6.50,1021.10,14.10,34.19,3.30
30/12/2010,346.00,0.70,15.00,9.30,297.00,0.00,15.30,12.90,74.20,20.80,10.70,7.30,1020.80,12.90,32.93,6.30
31/12/2010,231.00,2.20,23.00,10.30,293.00,0.00,18.30,13.60,56.40,25.20,10.70,7.40,1012.70,13.60,34.02,6.10
1/01/2011,352.00,3.60,6.00,9.80,301.00,0.00,17.40,14.70,73.50,22.70,14.90,11.80,1016.00,8.30,27.41,5.30
2/01/2011,234.00,4.50,236.00,11.80,245.00,0.00,19.50,14.20,52.50,27.30,12.50,9.70,1017.30,9.70,27.25,5.40
3/01/2011,310.00,1.00,28.00,12.90,409.00,0.00,18.10,15.30,72.70,24.90,13.20,9.30,1017.40,14.10,33.91,3.80
4/01/2011,310.00,1.10,25.00,10.30,248.00,0.00,18.70,17.60,89.40,23.80,16.40,13.30,1016.30,1.50,20.97,5.80
5/01/2011,9.00,0.40,26.00,7.20,305.00,1.00,20.00,18.20,83.50,24.90,18.10,17.20,1015.30,4.10,23.48,6.20
6/01/2011,59.00,7.50,36.00,19.00,803.00,1.20,18.60,17.90,92.70,22.30,18.00,15.30,1010.90,1.20,11.41,3.20
7/01/2011,203.00,1.40,36.00,16.50,442.00,0.00,20.20,17.70,77.00,26.40,15.40,13.00,1010.20,12.20,32.74,2.50
8/01/2011,265.00,2.20,241.00,12.40,274.00,0.00,17.00,12.90,59.70,22.20,11.40,6.00,1020.70,12.80,31.19,7.60
9/01/2011,259.00,0.90,15.00,7.70,239.00,0.00,15.90,12.70,67.20,22.30,10.50,5.30,1026.50,14.20,33.79,5.80
10/01/2011,259.00,1.30,5.00,7.20,187.00,0.00,15.80,13.20,72.60,21.70,11.60,7.30,1025.00,11.40,31.12,6.30
11/01/2011,295.00,1.10,9.00,8.80,270.00,0.00,17.20,14.40,72.50,22.70,12.30,7.60,1023.70,8.40,27.55,6.80
12/01/2011,239.00,0.90,240.00,11.80,392.00,1.80,17.70,14.60,69.30,23.20,12.40,8.10,1015.80,3.70,23.03,6.90
13/01/2011,65.00,1.40,16.00,8.80,222.00,0.00,14.40,12.20,75.30,19.20,13.10,12.10,1018.60,0.60,11.75,5.70
14/01/2011,282.00,1.00,17.00,9.30,246.00,0.00,16.60,13.60,69.60,21.80,14.10,12.30,1021.50,13.80,32.85,5.70
15/01/2011,220.00,0.90,220.00,10.80,319.00,0.00,15.10,14.10,89.20,25.70,11.60,6.90,1018.60,9.50,28.91,6.00
16/01/2011,352.00,1.40,271.00,17.00,357.00,0.00,19.80,16.20,67.10,27.40,14.20,10.00,1008.20,10.80,27.56,4.60
17/01/2011,203.00,1.50,28.00,13.90,377.00,1.20,19.70,18.20,85.50,24.40,17.00,13.70,1010.50,8.40,28.38,5.40
18/01/2011,284.00,0.60,41.00,16.00,455.00,32.40,18.40,17.30,88.80,21.50,17.30,15.10,1003.40,0.00,3.58,6.60
19/01/2011,214.00,4.80,210.00,15.40,450.00,0.00,19.50,14.30,53.80,24.40,16.90,13.20,996.80,14.00,33.43,2.90
20/01/2011,279.00,2.00,111.00,12.90,359.00,0.00,15.70,13.80,80.10,22.70,12.90,8.00,1013.60,5.10,21.91,6.40
21/01/2011,256.00,3.00,139.00,14.40,386.00,0.00,15.20,10.80,54.60,19.60,13.90,9.90,1023.50,2.00,21.87,5.00
22/01/2011,231.00,3.10,129.00,12.90,345.00,0.00,15.60,12.70,69.80,21.90,10.50,8.40,1020.00,10.00,27.41,5.70
23/01/2011,245.00,2.90,164.00,10.30,175.00,5.20,15.20,12.00,66.00,18.30,13.90,11.60,1011.70,0.00,5.46,4.90
24/01/2011,349.00,0.40,34.00,10.80,327.00,0.00,15.30,13.70,82.40,21.80,13.20,12.20,1002.60,11.90,30.60,6.40
25/01/2011,-,-,23.00,11.80,321.00,0.00,-,-,-,22.30,15.00,12.30,-,12.60,32.00,5.80
26/01/2011,349.00,0.60,30.00,11.80,310.00,0.00,16.50,15.30,86.90,22.20,12.80,8.20,1018.50,12.90,31.51,3.00
27/01/2011,223.00,1.90,30.00,15.40,300.00,0.00,19.30,16.80,76.20,27.60,15.30,12.10,1013.70,11.00,30.11,2.00
28/01/2011,307.00,0.60,54.00,11.80,409.00,4.60,18.90,15.70,70.10,22.80,14.60,9.90,1013.60,11.20,29.13,6.60
29/01/2011,236.00,4.80,225.00,19.00,557.00,0.00,18.50,14.50,62.50,23.20,15.30,13.90,999.00,13.30,30.62,2.60
30/01/2011,222.00,4.50,258.00,18.00,474.00,0.00,17.20,13.00,59.30,23.40,11.00,6.00,1016.30,4.20,15.11,6.10
31/01/2011,234.00,5.70,222.00,18.50,707.00,0.00,23.30,18.20,58.40,25.40,16.80,13.40,1000.40,11.80,27.23,3.30
1/02/2011,225.00,6.90,244.00,13.40,363.00,0.00,16.00,11.00,49.80,23.10,12.70,8.30,1017.20,12.50,29.49,7.80
2/02/2011,352.00,0.60,282.00,14.90,379.00,0.00,17.70,14.60,70.10,30.20,14.00,9.60,1013.80,9.40,26.73,5.40
3/02/2011,225.00,1.20,29.00,8.80,208.00,0.20,18.60,16.40,79.00,23.80,17.40,15.00,1017.50,7.80,24.61,6.00
4/02/2011,31.00,0.60,17.00,9.30,264.00,0.00,20.80,19.80,90.60,25.90,18.20,16.30,1012.40,8.50,23.41,1.90
5/02/2011,240.00,2.40,25.00,9.80,229.00,0.00,21.20,20.10,90.10,25.60,18.70,16.60,1016.80,8.60,24.36,6.10
6/02/2011,6.00,0.70,25.00,9.30,301.00,0.00,21.70,20.40,87.90,28.70,18.40,15.60,1016.90,13.00,28.76,3.00
7/02/2011,37.00,1.00,45.00,15.40,449.00,2.40,22.00,19.20,76.00,25.40,17.10,13.90,1008.40,6.10,15.15,4.20
8/02/2011,189.00,2.10,226.00,9.30,344.00,0.00,15.90,14.00,79.90,23.20,15.30,14.20,1007.80,11.10,28.86,4.50
9/02/2011,228.00,4.80,24.00,16.00,359.00,0.00,18.80,13.40,51.20,24.60,14.80,9.70,1011.60,12.80,30.13,5.40
10/02/2011,237.00,2.70,12.00,9.80,273.00,0.00,15.30,12.40,69.00,22.30,11.60,8.30,1021.10,13.40,29.71,5.70
11/02/2011,236.00,1.30,329.00,7.20,200.00,0.00,15.80,12.20,63.10,24.90,10.40,4.40,1025.90,11.60,27.23,6.00
12/02/2011,259.00,1.20,43.00,13.40,417.00,0.00,19.00,17.20,82.80,24.30,15.90,13.00,1022.50,5.40,19.46,4.00
13/02/2011,205.00,1.10,44.00,11.30,421.00,0.00,17.10,16.00,89.10,24.50,16.00,13.20,1021.00,5.20,21.53,4.50
14/02/2011,228.00,1.50,20.00,15.40,392.00,0.20,21.90,19.20,76.30,25.70,17.10,19.00,1014.80,10.30,27.18,3.70
15/02/2011,245.00,0.50,6.00,9.80,292.00,0.00,19.00,15.20,65.00,24.70,15.40,11.90,1023.20,12.90,28.29,5.20
16/02/2011,290.00,1.30,326.00,11.80,328.00,0.00,16.70,12.30,56.80,24.10,11.10,5.50,1028.20,13.10,28.27,4.30
17/02/2011,189.00,1.20,357.00,6.70,184.00,0.00,14.70,11.30,63.70,23.50,9.90,3.70,1028.90,13.10,28.16,4.90
18/02/2011,174.00,0.70,32.00,11.80,276.00,0.00,15.50,13.10,75.00,22.80,11.40,6.20,1022.80,11.00,26.22,5.10
19/02/2011,214.00,1.00,114.00,9.80,253.00,0.00,18.00,16.50,85.30,25.90,15.10,11.50,1019.80,8.70,23.68,2.40
20/02/2011,276.00,1.90,107.00,9.30,214.00,0.00,18.10,14.90,69.50,24.70,15.10,10.60,1019.30,11.90,26.71,1.90
21/02/2011,203.00,1.30,42.00,11.30,387.00,0.00,16.30,14.20,77.90,23.40,12.80,7.70,1011.80,12.50,26.49,3.80
22/02/2011,70.00,3.10,24.00,10.30,236.00,6.20,19.70,17.70,81.30,21.00,15.70,11.30,1007.00,0.00,5.17,3.10
23/02/2011,256.00,1.60,8.00,9.80,337.00,0.00,15.90,15.40,94.20,22.40,13.30,10.10,1006.90,10.90,25.80,2.40
24/02/2011,265.00,2.00,8.00,9.30,285.00,0.00,15.40,14.40,89.10,23.00,14.80,14.20,1007.50,9.60,24.06,3.60
25/02/2011,239.00,2.60,222.00,11.80,373.00,1.20,18.40,14.20,60.40,25.40,14.00,9.10,1003.80,9.00,22.89,2.70
26/02/2011,273.00,3.00,114.00,5.10,163.00,0.40,15.70,14.70,89.20,18.80,15.40,13.70,1010.80,0.00,9.99,4.20
27/02/2011,158.00,2.20,356.00,8.80,291.00,0.00,15.40,14.20,87.30,22.90,14.40,12.60,1013.40,9.60,21.41,-
28/02/2011,341.00,1.50,30.00,11.30,307.00,0.00,16.00,11.70,56.70,23.60,12.90,7.70,1014.00,8.10,22.83,-
1/03/2011,194.00,0.70,15.00,21.60,933.00,2.20,16.40,15.20,87.10,23.00,13.70,9.40,1014.50,1.50,11.28,3.00
2/03/2011,9.00,17.40,11.00,24.20,513.00,5.80,20.00,19.60,95.70,24.90,16.20,18.40,1001.60,6.50,15.01,4.10
3/03/2011,197.00,1.70,63.00,9.30,341.00,10.60,12.10,9.20,65.40,21.60,6.90,1.70,1018.60,10.70,24.81,4.70
4/03/2011,70.00,4.00,23.00,19.60,341.00,8.20,17.10,16.60,94.40,24.00,12.00,11.30,1003.60,5.60,17.88,4.20
5/03/2011,59.00,6.30,217.00,11.80,375.00,6.20,18.00,17.60,96.30,23.10,13.70,14.10,1006.60,5.10,17.53,4.20
6/03/2011,234.00,2.40,229.00,9.80,171.00,1.40,11.90,10.50,82.50,18.70,11.10,9.90,1010.50,3.60,16.08,4.00
7/03/2011,220.00,1.20,19.00,8.80,253.00,0.00,9.00,7.60,81.60,20.00,5.90,0.80,1021.50,10.90,25.02,2.90
8/03/2011,223.00,1.10,24.00,8.20,262.00,0.40,12.10,11.20,88.60,20.40,9.10,7.10,1022.10,8.70,21.80,3.70
9/03/2011,186.00,2.40,16.00,7.20,208.00,0.20,13.90,13.60,96.10,21.10,12.00,12.20,1023.70,6.70,18.68,3.10
10/03/2011,310.00,0.10,21.00,8.20,196.00,0.00,14.00,12.80,86.00,21.70,11.90,6.20,1020.00,11.50,23.09,2.50
